869 75684
662 689 43602
751 189 20842
415 504 59516
176 220 27814
49 304 6678
20 834 51434
699 346 67068
633 656 799
801 127 19643
157 230 42289
395 92 38052
146 176 99356
618 117 23278
481 857 15143
147 281 47007
370 436 74524
312 16 55055
275 543 38036
625 49 13780
469 433 22225
210 378 12396
506 503 23682
774 713 76446
546 653 55740
528 133 31822
326 792 8911
566 568 54366
670 533 92948
614 662 55432
173 332 10490
280 90 40654
499 777 79662
814 86 90245
607 733 34997
851 816 82957
224 738 71130
604 248 11732
787 202 50525
482 351 65519
485 838 13526
107 776 97100
822 687 97035
665 555 13400
622 424 54784
622 86 44647
365 194 83928
202 227 47462
667 226 6998
835 856 97011
236 693 57762
256 538 23073
243 797 79982
591 795 53697
532 549 8259
739 265 19923
830 703 83061
199 428 3768
406 456 10661
38 819 74897
105 475 72136
721 248 2125
581 17 9955
526 316 93713
142 72 86646
476 275 30139
375 499 88010
581 838 57015
362 590 83563
458 662 72193
249 796 12522
248 710 45733
246 515 78417
630 250 82490
470 466 63226
712 53 60554
266 656 61336
797 543 93005
590 89 77616
254 15 39865
585 152 24419
860 511 40608
466 385 45893
842 690 33680
500 174 84868
587 389 95871
472 121 20456
28 115 181
314 225 72262
750 600 87962
350 709 49107
179 74 47078
687 698 15819
194 408 86273
80 762 91468
163 213 36892
413 274 23837
475 723 40817
464 55 5689
84 868 17315
796 507 49628
126 283 68678
231 94 78698
571 84 88149
328 337 70786
672 150 94813
459 597 91261
866 848 87645
50 189 42570
427 296 15550
187 251 46148
352 33 98690
314 528 24587
246 314 95203
584 562 11536
21 179 6256
717 36 96836
213 399 29624
746 489 90326
176 817 35762
492 583 75916
413 731 99961
450 651 1129
21 106 98640
198 407 84350
664 492 3523
391 370 98575
59 817 81537
218 52 8912
787 389 64551
754 507 59646
577 61 20950
93 212 88905
220 495 33012
417 464 17070
267 410 77418
484 361 72820
264 779 72159
793 450 26130
544 490 97301
763 838 69006
108 753 30971
677 719 40761
33 419 58889
150 808 15010
636 359 57815
88 605 4573
95 825 88064
258 669 66646
130 471 98450
478 865 67504
638 595 75541
326 93 89927
528 552 18355
703 128 70623
642 419 33457
519 813 86025
624 274 5635
191 179 29734
25 336 92599
786 110 79083
846 568 19512
522 669 84517
533 326 97738
761 322 22694
805 771 61171
866 491 79719
563 296 81012
384 4 73503
358 466 25163
621 753 1810
564 162 83278
645 812 55545
325 151 40350
103 732 85068
488 654 49232
670 393 68590
697 167 22510
442 645 61540
416 387 37741
801 849 76303
433 99 3593
226 401 94893
323 27 12768
217 735 40031
809 561 49231
335 58 85415
41 711 84188
248 129 90414
130 164 58731
688 412 68923
315 384 37575
573 456 43472
68 285 46031
599 127 98617
534 389 40453
219 372 63474
841 404 81248
573 734 13041
492 796 58650
13 364 24328
671 51 38052
527 471 95311
358 692 33117
70 77 4090
23 695 50480
363 604 35745
153 196 42704
349 728 88106
231 476 49741
240 718 99997
838 71 52463
861 72 1072
193 108 51939
72 647 69603
108 571 54791
501 260 21929
512 449 39440
147 830 5056
604 359 64864
126 283 1840
63 25 36891
612 230 74524
311 610 65295
281 15 11790
161 526 98748
456 270 65480
485 417 5672
366 81 7628
264 569 29778
435 452 16181
555 29 3711
255 424 54383
296 419 22773
100 824 36130
859 821 215
600 227 67808
616 40 90606
346 683 42478
8 148 52370
217 596 70910
349 650 75736
420 820 54154
207 38 62917
422 427 24491
79 553 59385
791 708 38819
321 230 17916
629 672 35513
630 337 62463
296 99 53596
567 431 36357
83 331 29438
670 590 98930
804 124 19068
285 186 78027
10 749 39282
417 190 84025
642 57 45903
52 53 85886
538 420 57576
785 144 85811
238 259 91948
613 746 54872
106 221 27150
295 41 41042
632 66 65609
84 52 79653
750 611 66077
142 648 36272
276 375 81075
230 661 54409
299 524 73408
789 146 31432
18 798 84678
654 749 41313
688 792 21218
373 433 86423
467 343 29025
686 41 89760
333 109 68097
38 765 76352
649 502 83757
577 728 97944
703 343 53341
608 559 54131
411 314 4586
734 471 97048
605 297 31923
330 58 36889
317 696 54688
158 655 65573
541 529 81798
281 186 44769
389 732 76253
536 510 40046
398 326 36089
532 510 14418
678 393 97976
140 514 32706
830 442 80755
375 772 85635
74 694 74740
414 523 18027
90 768 19514
488 750 47904
118 313 76448
414 477 1932
467 567 15678
574 304 19836
310 716 44743
501 612 3076
649 389 51842
290 558 70904
664 774 90825
30 763 23101
220 266 76057
19 551 13414
65 123 44584
263 20 66065
483 369 44506
562 731 10650
198 631 32472
605 559 65699
14 250 90686
332 159 31214
177 595 52579
570 178 81096
739 266 25327
398 265 55983
5 191 30581
781 701 54922
657 568 66933
843 726 98440
755 439 55342
531 113 26619
623 851 87103
617 593 12365
846 17 10965
304 73 59075
637 495 86744
310 19 73823
399 551 34820
90 634 10923
701 792 56575
478 628 40149
722 426 22570
666 654 7555
53 36 96492
21 119 14866
339 322 1510
516 84 53661
310 552 21197
806 330 8601
292 130 8985
454 771 24444
368 721 29506
191 305 93932
194 200 7000
571 315 21812
389 553 41489
657 435 51058
747 465 74686
71 351 68011
867 257 55439
23 503 82077
11 186 56953
247 650 40100
731 819 53439
500 263 38579
344 54 53341
868 24 89496
194 678 20749
332 106 67901
200 94 56764
114 803 87560
315 603 42252
710 590 13831
113 430 52297
706 95 97182
303 817 69653
600 396 88689
388 577 609
788 156 44732
32 829 96704
740 269 85885
135 472 89506
800 58 41160
749 416 93315
836 180 25776
346 71 74044
220 653 44028
572 210 60780
257 115 28122
283 734 8152
712 508 59843
96 70 47846
595 93 17023
467 243 38888
234 643 80057
209 449 25962
689 89 70538
440 799 57271
383 439 48905
108 395 46746
444 442 13336
472 234 82841
499 620 87433
649 308 70584
451 319 96853
313 367 29923
70 616 48988
797 453 63260
570 411 51402
779 671 44787
181 291 65607
440 664 6307
712 581 23133
67 581 80254
723 678 24920
748 502 71473
123 411 19961
548 487 31594
668 182 28892
811 53 59305
416 643 46305
530 391 70044
23 269 92006
87 697 2109
672 163 14825
428 249 6661
233 548 69925
52 476 91285
613 727 72272
57 356 41309
147 480 27889
672 437 91017
697 120 37089
340 783 96666
499 837 5944
535 141 52403
760 474 55985
610 558 20369
261 137 99954
416 288 47879
196 701 43607
80 96 16889
510 628 38944
446 117 53288
221 170 73159
571 35 30161
429 387 18910
774 606 67368
119 670 31532
234 828 21373
121 370 42340
686 832 62129
578 691 9608
690 42 77174
786 562 8036
714 711 95329
779 29 45879
734 306 36690
684 160 51905
807 144 59751
168 452 45714
160 429 80580
665 369 3794
342 711 61440
599 264 89323
658 857 72453
442 117 55743
677 321 9602
466 284 82938
261 168 90693
674 78 2705
406 93 62355
379 181 22571
6 679 55812
738 4 66262
837 339 18061
334 45 33845
81 289 28371
804 837 69882
69 63 63698
468 406 57871
849 190 56563
480 575 42715
511 677 86862
640 423 24386
298 206 72381
387 415 62784
793 424 86345
42 189 24790
157 574 33400
809 476 69712
736 487 25865
729 492 70100
783 765 19361
136 482 35161
85 173 77468
712 453 53969
207 309 86772
426 304 25841
105 73 91960
748 722 16736
337 63 48539
493 56 58791
428 383 99060
379 395 86964
726 610 51869
290 869 79481
507 131 95922
694 524 80534
270 13 30880
388 213 94604
633 279 28142
375 67 14510
767 780 96060
207 222 14537
456 250 14008
634 825 16573
636 250 90606
683 125 67773
193 158 95152
329 674 90500
692 861 40400
31 765 70415
4 348 69531
724 790 74239
765 39 69830
623 226 55712
399 110 43784
14 64 97889
665 6 4420
606 376 97359
404 850 29141
675 276 8373
611 704 71663
696 832 44321
832 198 25271
170 298 8878
636 508 98957
568 272 6558
755 382 99404
427 269 33205
123 675 15225
632 528 90539
810 360 92838
583 773 38774
399 278 13586
672 753 71034
471 606 17600
28 419 96052
27 585 35810
809 308 73389
638 209 10763
71 189 68754
258 565 87232
637 122 91165
37 728 25033
838 184 9537
344 476 91065
704 449 13092
358 843 82217
21 170 48971
640 727 15575
757 235 16826
797 826 54199
256 107 67740
177 550 65472
38 412 5227
299 158 30506
636 678 57119
570 482 85414
514 587 16697
170 208 15906
192 463 10589
458 370 46795
822 621 46874
186 413 54321
387 810 68190
793 253 3436
685 185 26248
856 851 18974
173 71 42822
816 567 75892
760 631 24061
266 755 10327
339 82 91291
197 549 65537
749 376 41197
377 733 99144
469 63 60337
501 487 75955
268 672 91337
655 641 39711
846 773 2165
334 241 60968
717 428 67249
709 854 67185
292 367 22808
433 489 39873
489 136 95283
549 429 46869
849 804 62069
632 618 53354
568 750 98819
40 448 30910
9 561 9612
741 662 7477
254 450 8174
261 621 12527
803 845 7409
92 431 56540
5 861 78746
848 451 23853
668 720 88991
36 139 29472
285 859 74548
741 452 82922
761 451 79997
624 853 6954
88 525 12016
784 603 56034
509 88 41366
132 144 83816
535 484 4699
725 157 17350
11 297 76066
153 477 86102
194 263 56469
67 541 62588
334 408 1503
273 124 37645
465 826 40574
775 488 80377
465 122 56174
176 539 59417
603 223 20911
98 206 26277
48 548 80117
137 282 6497
185 702 97212
145 115 29194
95 227 65339
851 796 85731
650 64 21598
670 493 99337
130 668 35765
643 834 16894
401 505 82039
624 562 34072
12 226 35981
138 708 56399
21 195 34702
236 827 9907
166 601 7563
806 848 90620
602 369 20731
291 136 92225
314 195 23235
291 273 61509
388 398 33957
227 668 69418
165 452 32981
161 321 93750
448 786 32571
457 21 20521
448 353 8219
2 385 90587
659 95 91971
41 744 28964
846 310 88203
161 274 50863
124 640 70315
451 251 84422
330 147 75742
388 843 9402
855 599 43993
226 215 56819
571 813 98438
561 240 46126
499 14 50426
94 607 33576
815 530 89529
296 75 46207
700 580 83254
759 707 16544
794 420 80790
542 171 83841
447 302 51471
513 48 49917
411 297 86974
627 442 19535
708 534 36222
313 312 55342
636 503 73122
421 360 82579
576 667 88105
798 181 98316
130 358 96392
91 712 25137
116 312 3163
154 351 15009
660 821 11547
265 180 3521
709 268 2552
58 204 17050
774 130 23237
853 131 1581
73 612 51181
337 193 35691
448 83 87498
230 144 7937
507 154 74102
330 182 51956
603 219 76259
784 855 89041
783 61 44394
235 552 2270
652 461 72742
826 532 89582
102 103 39464
432 379 4427
270 762 56843
350 501 77248
801 800 29186
846 530 16995
627 408 42007
633 208 77846
452 779 25455
439 541 16893
846 127 94917
388 713 24650
487 805 56343
504 21 94835
390 80 61087
393 783 5993
709 201 48236
487 866 6457
707 77 66768
735 163 28305
439 481 45487
590 732 10055
236 276 76347
250 164 48967
347 231 16555
709 506 85947
253 673 9784
244 564 51896
794 752 15280
820 302 58848
540 575 29026
792 855 87471
182 445 94026
526 853 91140
90 158 55571
61 498 95463
538 391 64970
725 712 20513
112 132 65137
45 727 63223
729 101 56321
30 294 54481
198 169 19923
802 507 68372
710 59 95334
821 244 26519
352 713 93405
160 356 89754
346 799 48996
754 718 40607
158 157 26249
485 402 27473
90 325 23723
114 418 59147
493 395 56589
73 363 60436
249 713 67575
450 162 86145
382 795 49745
5 296 13682
278 77 60556
154 192 21329
306 689 10409
253 30 39013
455 300 29725
169 463 87129
69 749 69655
548 131 51306
126 636 41026
289 756 35975
257 51 13533
275 698 91148
845 534 94695
459 712 16643
74 776 14101
157 550 61539
20 65 4333
495 730 82684
73 132 60290
105 69 92792
211 562 33038
286 272 32103
481 216 96208
37 293 25396
636 581 62976
297 545 72673
297 220 32230
549 189 36525
219 140 36296
329 821 2602
398 106 25183
255 679 28910
477 689 15119
581 756 38156
790 345 8771
523 312 5655
520 283 42338
386 167 63119
165 72 82652
581 419 70689
650 359 4573
638 704 66418
596 105 26201
355 62 95146
121 304 72488
601 249 12575
795 36 65210
83 848 69703
77 452 19673
214 292 24853
225 29 802
815 523 36531
802 172 22820
304 156 27611
716 653 41536
714 140 78274
547 813 92319
690 624 58785
712 680 47022
599 594 14400
94 80 63643
769 109 56154
245 445 44610
779 410 53158
197 428 66542
11 110 50740
702 711 73838
728 769 6582
19 101 27929
45 103 85313
850 650 39550
576 143 50848
758 616 6002
291 564 29206
570 346 2237
110 446 91976
610 10 47353
660 433 13697
331 323 56841
483 787 3313
467 234 40808
242 444 61058
572 775 73412
752 461 77064
178 318 19146
307 616 96290
840 407 67787
378 590 68504
236 312 53249
483 589 93818
324 63 75100
514 325 80372
809 734 57836
649 195 54735
540 188 86287
75 143 18070
224 801 72054
813 811 47506
269 167 82120
270 39 70707
736 789 25291
542 312 78602
461 186 51264
648 356 4560
2 109 83844
441 476 80676
319 516 45564
63 632 68695
739 664 76624
342 642 83043
340 809 73433
346 658 63705
610 428 50385
431 710 11660
428 550 29268
453 672 41663
29 111 91160
553 238 93049
188 596 9869
301 69 89475
358 373 58916
854 598 96846
787 620 83144
618 465 6786
255 620 92172
649 148 60786
14 819 23640
338 498 44059
546 666 23798
158 532 18780
176 601 61384
453 691 14434
462 403 54930
356 111 26556
785 395 54027
92 182 40603
76 37 77598
57 342 46453
97 343 37087
411 116 60780
253 726 38550
242 100 6198
63 742 83348
315 848 78814
105 154 18138
487 613 89807
711 840 9145
123 652 99715
245 593 56070
785 315 75515
90 863 99055
521 426 48586
805 156 65623
758 42 57514
744 703 97266
82 297 98721
725 340 70616
107 794 84092
214 164 79952
547 80 90174
514 569 67546
152 468 70962
628 782 21090
732 358 95260
28 802 23765
843 61 95968
470 510 23273
715 849 22009
709 480 87357
153 210 50341
351 71 22540
228 546 45699
278 691 67235
289 353 10865
84 286 85639
594 734 70290
380 124 11932
26 347 84869
806 551 11915
604 284 80969
652 832 33619
154 199 45911
277 204 66281
56 391 86056
422 666 67524
786 578 72342
683 82 51907
411 57 6329
635 442 82590
119 613 93584
535 790 96802
135 404 8275
848 655 50776
301 599 44075
191 865 57285
431 349 95533
131 368 28642
670 533 56476
196 742 60944
259 217 51459
116 860 60270
116 383 42842
196 345 49971
343 546 79989
511 763 69069
762 411 38412
22 182 93903
69 507 95537
461 459 42508
482 451 25820
563 337 3286
665 501 29710
711 41 94057
627 837 97015
324 263 98058
47 655 50157
423 561 56498
743 428 3292
56 173 84119
851 631 42460
21 237 16004
152 163 61927
429 510 96376
416 56 77742
288 72 7345
233 287 57146
550 775 51940
391 543 94009
8 648 64138
613 139 14700
239 106 11704
425 354 54681
617 335 12373
797 220 38118
463 756 78639
501 291 43517
29 237 34280
797 199 33473
316 110 56213
15 229 96610
602 458 28128
19 255 13890
485 254 69777
283 864 88224
325 176 9706
38 748 63378
180 645 85665
164 122 36663
10 706 64408
517 364 15061
414 306 49865
501 438 79075
432 102 99547
664 81 42285
740 572 59220
736 659 4909
654 803 77086
434 523 70860
261 508 69448
862 659 56913
664 73 50685
335 794 40244
626 646 51092
612 99 70314
246 600 59384
211 227 84051
538 285 88638
608 681 67524
819 366 96989
128 516 10816
851 541 76609
764 566 32935
506 570 34772
218 771 60295
718 849 47535
134 847 68950
755 124 49419
58 838 45101
527 299 60882
3 393 83633
864 740 57792
848 486 76877
435 459 9238
248 629 5993
122 165 31681
486 433 77399
135 794 40980
305 591 74533
304 457 33279
67 263 266
263 356 37848
284 118 91435
333 338 33374
622 561 38214
747 670 42021
735 124 85872
234 85 23217
679 108 43146
280 152 62585
26 299 64643
135 459 86308
87 404 13698
62 685 34673
803 133 71572
666 865 91613
518 119 92136
337 796 14705
349 109 35241
576 497 27615
477 686 23056
570 305 81897
46 722 80459
37 441 79186
796 11 90495
477 709 74071
589 443 66303
211 614 59560
578 216 65395
705 423 24931
467 604 32278
160 573 34377
698 520 80084
330 327 17772
728 127 6074
426 683 6434
720 631 52650
652 124 58307
24 472 24400
634 434 65051
307 732 74121
589 814 66852
23 845 92330
710 404 9119
819 656 98117
715 494 68493
852 41 98802
488 367 67568
51 489 80881
577 631 64674
295 31 20073
299 408 49005
804 286 85717
470 629 38827
326 433 49225
78 851 85559
156 301 46439
74 359 30411
319 419 78182
613 676 17104
315 756 16189
50 34 61009
327 701 55311
405 286 8069
570 625 13692
474 61 85090
532 234 12096
764 142 82441
714 546 29241
445 868 45604
67 836 43389
869 480 1145
54 705 94598
648 551 80093
510 209 37263
506 805 17335
611 86 10677
130 841 50191
478 204 93603
762 217 12747
91 265 12520
347 771 46620
591 865 55428
569 768 85251
32 639 82498
140 835 62266
331 862 63227
150 553 21946
770 117 62106
787 769 7137
668 606 47938
556 554 2153
389 776 73626
274 750 32531
169 715 83222
762 10 98150
401 625 19479
676 141 43866
822 754 60352
611 666 65797
1 752 83667
60 540 13395
612 408 61137
73 697 76468
730 334 83853
598 172 95817
175 740 63700
87 249 89506
652 794 64867
634 152 44899
476 247 30757
581 611 67275
821 533 54959
128 684 8339
308 413 38620
345 235 83322
4 83 85946
200 566 33517
488 754 96030
695 147 90806
372 424 78976
314 164 72723
776 216 1332
719 222 76462
807 170 97830
706 640 55715
701 556 30927
130 846 34871
862 283 63641
451 740 56843
178 237 56886
846 782 24084
74 632 69655
405 65 80994
550 570 41222
193 500 66148
205 319 12257
377 594 9212
518 815 59070
38 232 88539
410 801 12256
142 737 36013
687 439 48182
541 574 37063
612 235 28592
791 862 65692
369 258 26280
380 265 55127
507 652 6283
155 671 7722
623 166 11564
640 26 98834
596 816 63794
165 701 27489
647 400 28812
300 226 16500
830 51 64012
92 68 62029
778 616 59223
178 125 97696
386 358 65852
828 605 48004
753 12 64236
863 361 47503
162 613 65163
181 796 42456
133 863 3115
518 115 25684
46 22 75908
498 291 61363
779 79 75205
499 332 9128
567 27 37770
113 614 16159
210 836 56424
106 91 63588
648 119 87451
714 330 66293
358 57 8355
62 462 53308
611 765 61350
502 232 86274
441 73 34693
202 582 66928
475 543 86508
176 783 52037
103 260 94652
614 219 71120
364 549 62561
700 325 73027
102 597 62166
159 97 26521
234 31 47046
113 93 60526
724 265 12843
397 108 4899
79 697 27176
597 407 51778
130 424 95391
79 331 64591
776 96 22912
531 821 50459
403 71 5673
461 360 31036
240 523 33561
417 576 79389
438 551 17036
89 867 69483
147 255 96287
159 284 87428
353 355 14168
384 413 33395
716 37 54356
20 83 11370
797 543 87445
468 625 53558
3 553 39725
333 435 48500
489 470 73149
824 739 71577
728 497 55292
291 542 368
14 849 89857
514 742 8805
578 15 13485
150 763 81106
263 92 36649
430 574 56667
102 805 70875
196 319 27930
429 818 94100
750 604 16316
847 364 44924
858 787 40826
417 813 15791
24 102 54007
641 39 45327
278 273 50772
810 853 92714
382 89 77224
533 313 85897
364 726 97251
331 377 23992
247 709 63435
9 479 80195
716 565 53900
697 240 96203
506 225 47524
100 242 33346
516 147 59803
778 291 50633
143 306 74107
663 221 38378
74 781 3293
476 560 2981
667 199 22570
750 139 49680
561 861 52451
626 479 35147
633 775 12465
255 580 24536
402 364 32647
520 844 19007
66 858 21167
369 680 99119
579 343 3801
449 312 75400
200 20 72454
683 301 71231
800 24 58096
300 346 6008
30 805 27598
296 330 6974
655 254 34834
733 564 57173
61 27 11926
768 79 19833
841 28 1137
40 574 47863
414 240 37160
809 799 94542
850 794 4174
681 696 42919
420 820 97048
162 480 61119
61 263 29362
599 860 15620
169 70 95547
28 17 98220
492 819 15504
783 822 32853
201 255 53845
587 203 33682
289 789 70013
527 750 47496
395 812 59135
163 379 83026
300 340 41840
448 464 99680
285 321 21785
551 869 38815
828 810 9740
154 397 48949
445 758 93718
6 750 64106
533 637 90186
550 397 87177
746 760 80450
121 424 67376
853 18 75983
591 181 40916
819 463 20562
184 55 36377
156 341 32058
183 607 71944
298 679 96655
609 183 90112
445 316 63049
256 541 14964
425 111 28484
148 234 77206
657 262 20881
73 723 61804
648 455 51735
436 275 90412
601 579 81869
534 191 49503
712 785 50919
683 226 88204
631 182 88111
219 147 74332
751 847 86991
461 177 67677
459 543 15112
334 329 8303
303 558 63531
105 752 57892
268 523 10426
805 431 79987
285 449 94578
225 146 37982
699 493 509
163 417 21921
866 361 65624
482 31 16011
745 732 21591
490 39 60953
514 351 32630
857 434 25164
844 801 82920
49 825 1113
667 641 20352
24 493 84573
15 799 69626
418 628 15097
341 92 61973
311 329 17468
340 796 96917
280 230 97587
443 783 9837
201 598 87483
776 72 44402
428 352 16771
157 246 97030
339 544 59238
130 262 52007
31 637 93272
442 338 50311
631 98 84808
162 562 70543
868 537 85697
667 810 26828
143 407 14600
488 721 70882
526 762 61644
784 204 45448
248 278 70593
850 395 16782
263 375 49759
500 389 17039
377 226 40690
179 824 32733
357 846 79905
809 522 44
188 38 79625
387 373 28831
683 27 98523
566 795 90536
312 726 18160
285 207 86211
831 380 33695
767 301 69152
386 718 8101
39 225 26685
435 121 11218
349 198 94286
490 446 15551
628 269 15444
195 229 8188
607 469 37124
770 515 99531
778 479 3445
378 439 53938
421 564 5057
289 93 75196
787 436 6033
590 779 90548
493 54 93917
226 342 62604
269 543 91526
89 584 12825
204 147 85104
326 271 77401
320 845 83549
585 150 63697
42 627 76050
675 555 28898
319 148 10300
356 344 79228
219 248 16503
392 551 18816
458 398 49957
573 803 54386
625 702 75167
447 469 29166
199 579 53782
452 79 96274
783 478 73826
159 677 14388
465 104 88999
60 825 18865
474 495 36775
289 717 60971
176 859 77248
571 716 42020
590 16 15892
110 747 19229
94 865 8850
625 809 50730
605 204 43465
306 492 34489
833 347 13198
237 216 46004
238 441 75705
861 198 46971
99 84 49741
259 616 29775
489 696 37829
358 616 78997
228 837 80559
262 853 18904
339 257 42538
775 415 33337
824 796 86302
10 332 90531
507 459 94901
478 707 38338
124 382 67159
500 225 732
151 323 25783
656 107 17616
384 624 99376
815 234 38211
442 854 16723
189 568 92242
579 826 33413
656 93 13539
494 191 15781
516 266 4094
599 332 15022
591 770 57248
75 539 99958
376 391 19721
489 694 90867
345 178 58207
175 63 14901
62 498 63027
653 592 13530
728 66 95774
100 320 61373
441 331 37409
723 552 54905
179 796 80954
804 805 6857
707 184 35655
174 242 11876
60 187 28015
6 415 17237
557 761 6492
396 758 44173
523 608 53749
534 767 52080
655 575 95926
449 238 32811
389 49 45538
454 294 17317
425 516 90199
288 512 80600
497 542 31394
619 407 56123
205 849 11090
865 155 19020
82 784 31948
538 30 53585
238 339 47024
333 757 2052
286 738 89167
462 105 75924
245 279 33076
688 732 32270
259 228 38812
141 736 13090
35 363 51617
676 506 31250
584 681 67507
60 805 49798
796 707 76947
376 582 84415
249 116 60570
513 154 51358
777 12 45603
45 709 34043
87 701 90909
794 655 55144
775 81 94091
55 511 93186
531 813 98135
231 734 4685
814 158 77158
88 620 45694
185 519 29373
612 478 41232
95 155 24711
631 501 4572
238 14 75508
506 687 96766
276 290 3504
207 183 98300
205 773 18809
77 180 10439
456 348 74885
164 724 8319
334 710 61365
83 237 263
455 269 16841
667 666 41700
436 434 2089
856 312 13201
73 175 54002
404 582 97501
802 230 74099
432 146 88772
680 316 16051
308 342 41267
799 647 84463
106 597 16106
544 452 77311
559 695 47852
436 624 33135
840 647 32495
15 859 91224
754 159 68267
466 382 91386
397 287 86556
120 867 81933
35 442 88894
177 224 94173
688 78 8110
201 677 35759
434 702 44120
663 65 93820
171 646 58889
811 508 8924
301 139 43054
755 540 18481
565 606 64175
465 38 87344
823 438 84702
626 523 91410
566 66 66077
566 709 13156
610 681 9494
701 586 25175
326 432 11305
612 769 80235
529 95 58433
402 766 73879
272 678 97283
300 526 78830
607 97 60783
2 813 76900
219 268 57548
81 475 74551
845 471 2661
97 607 67768
31 41 7577
500 697 65284
31 793 66631
158 280 75340
602 471 6764
105 810 37812
594 846 2492
267 535 95800
532 786 80532
295 25 71316
627 493 89288
26 567 15091
859 590 11274
270 532 10712
575 247 40111
489 297 7602
372 267 72837
497 111 49332
379 350 94390
479 56 97412
386 510 63785
864 65 38779
146 592 1183
774 416 8999
715 264 20817
381 545 97464
251 758 6756
299 133 21901
701 247 30016
314 525 72040
540 74 74132
649 488 70381
404 245 35692
681 713 39120
193 200 82361
445 461 27087
730 760 86465
528 316 3284
171 581 50784
447 559 60
595 243 11693
678 423 55274
124 142 42833
625 646 74539
529 700 61814
137 392 90278
726 379 45624
436 655 12593
203 501 51709
462 385 41773
520 302 9232
426 6 93598
272 538 51037
88 530 73898
75 220 540
104 190 27633
233 277 29478
861 562 17755
848 78 54542
639 523 47850
502 56 43088
165 703 35250
685 455 14794
658 822 70864
628 141 58461
337 164 99205
449 328 16401
617 173 15024
179 691 21036
163 715 50719
151 226 87479
737 221 48735
427 234 89077
539 454 56167
718 205 5279
104 597 67945
324 169 84552
308 679 37903
379 551 19754
540 789 86610
465 566 2237
811 63 84401
390 245 75518
249 252 10754
382 101 26165
9 863 61050
362 423 99584
191 445 72677
540 376 94745
392 487 18292
143 528 10480
819 422 71516
363 575 44861
491 634 49746
678 485 8502
166 481 10578
493 269 41912
461 580 24283
244 763 10613
25 626 62386
399 743 17802
197 19 89994
375 675 62764
85 599 61134
535 508 87368
19 619 64730
835 50 27820
116 491 83408
384 376 14898
316 156 47615
778 254 6997
505 487 31383
315 296 80960
398 226 80882
371 165 24821
274 463 37408
570 528 9183
179 164 87050
106 617 16402
539 783 71936
354 855 4032
428 753 31336
213 10 63403
104 814 37920
356 867 58128
451 73 36987
869 317 73749
386 619 96125
150 595 53010
794 2 80161
464 53 45885
54 522 36050
532 321 59539
716 425 71180
675 180 53772
716 72 47308
248 149 73277
356 183 73247
105 572 68205
237 268 67216
181 794 18909
406 334 47903
143 760 98615
67 424 86028
5 310 40348
232 641 66753
130 852 21913
565 767 26359
638 301 97488
753 440 27648
517 557 87728
808 85 408
291 341 34361
550 441 31757
624 478 52541
519 784 28435
465 253 57983
609 608 30
44 133 15146
256 72 64037
591 590 93006
190 164 50053
683 556 59754
508 238 88720
622 127 34355
519 671 1681
269 612 26393
160 191 52803
204 437 37886
523 647 38948
794 421 34898
557 605 6098
460 447 15700
8 586 8802
119 499 51196
295 741 72456
709 494 83087
88 157 36226
387 729 24429
318 274 59817
5 288 43167
764 758 88274
324 815 69411
451 809 16833
492 455 60661
327 607 85361
143 615 47247
529 755 49934
406 679 21657
611 522 71687
365 555 72145
1 596 36012
809 284 65655
674 513 81428
239 759 33934
473 308 70267
431 107 36979
569 599 48289
861 499 27400
46 840 42757
499 38 94171
189 371 53878
47 844 61582
705 852 81258
261 429 1285
43 60 74569
645 24 86077
364 572 42420
154 597 99252
62 338 69788
201 740 56455
795 100 94854
225 303 92375
398 457 38888
377 387 62300
441 812 56898
548 798 58751
693 852 99456
803 86 13673
695 682 8837
514 350 95545
444 616 20033
602 301 78182
848 216 27967
29 141 7959
820 483 2732
519 276 22284
416 627 86795
274 152 5262
474 103 59974
21 493 71280
243 1 72935
781 38 76561
809 261 65769
441 318 52968
535 106 19362
71 133 92970
351 421 29702
348 394 18949
201 659 91329
741 499 32246
316 356 4506
493 219 33868
601 400 9454
193 819 9794
508 438 28339
335 276 14171
847 26 23420
46 251 46484
738 307 52691
493 278 17705
629 622 65696
316 455 73203
393 757 48934
774 525 87735
730 130 48139
126 835 61272
205 397 6598
485 198 14266
595 482 92274
78 225 34411
771 221 166
515 36 40632
847 627 70130
457 228 88427
838 337 33835
62 568 49021
291 543 20751
746 248 69370
225 210 61994
308 580 86108
579 108 80053
422 147 64557
162 505 8840
557 300 57382
663 737 75343
548 652 23476
345 443 88779
264 550 98879
176 775 95910
322 6 78305
642 639 10440
659 668 10383
598 166 90591
199 63 54861
103 342 79440
427 644 21331
513 817 64180
712 85 66554
824 393 49728
71 289 43663
426 526 84775
383 204 24663
307 233 78499
716 533 71777
555 517 34617
685 505 61216
143 237 35833
788 466 1616
752 9 26991
737 306 51499
71 560 47220
448 682 89585
817 569 16213
651 450 3108
289 271 23410
192 620 65461
604 652 47970
446 208 21657
147 213 76912
551 438 77286
383 821 73751
346 266 15172
66 614 12313
418 709 25396
426 68 22433
805 547 88748
241 846 97545
829 635 99215
273 360 57152
245 486 97078
709 811 50831
116 842 90925
332 329 24152
103 548 15686
315 443 44765
569 672 63741
128 417 31549
333 517 1714
622 35 25619
801 353 79426
779 747 38856
752 297 84615
222 599 57689
630 825 45019
